count,title,section,link,pDate,description
1949,집값 잡겠다며 수도권 주택 공급폭탄… '일극화' 더 부추기나,경제,https://www.cctoday.co.kr/news/articleView.html?idxno=2199446,2024-08-08 17:34:00,최호택 배재대 행정학과 교수는 &quot;수도권 대규모 주택 공급 등 정부의 정책들이 국가 미래를 위해선 바람직하지 않다고 본다&quot;며 &quot;(집값을 잡겠다는) <b>경제</b>적 논리로만 접근할 문제가 아니라고 본다. 정부가 당장 쉬운 길을... 
1950,"한컴, 클라우드 등 신사업 매출 증가로 높은 성장세 기록",경제,https://www.ajunews.com/view/20240808172553866,2024-08-08 17:34:00,하반기 AI 제품 잇달아 정식 출시 예정…국내외 AI 사업 실적 확보 주력 아주<b>경제</b>=장하은 기자 lamen910@ajunews.com 경기도 성남시 소재 한글과컴퓨터(한컴) 본사 전경. [사진=한컴] 한글과컴퓨터(한컴)가 클라우드... 
1951,농기계 자율주행 시장 개척 중인 '긴트'…亞중심 글로벌 사업 확장,경제,https://www.sisajournal-e.com/news/articleView.html?idxno=404868,2024-08-08 17:34:00,"앞서 올해 초 긴트는 파이낸셜타임즈 '2024 아시아‧태평양 고성장 기업'에 선정됐고, 지난해 말에는 글로벌 시장조사 전문업체인 스태티스타와 한국<b>경제</b>신문이 발표한 '대한민국 성장챔피언 2024'에도 선정된 바 있다.... "
1952,"전주기전대학 산학협력단, '2024년 산학협력단 패키지 컨설팅' 진행",경제,http://www.jeonmin.co.kr/news/articleView.html?idxno=402778,2024-08-08 17:34:00,"조덕현 전주기전대학 산학협력단장은 &quot;이번 컨설팅을 통해 전북도 권역 내 우수한 지역 인재를 양성하여 지역 일자리 활성화와 지역 고용률 향상을 통한 지방 소멸 공동 위기를 극복하고, 전북자치도 지역 <b>경제</b>... "
1953,경남 이순신 승전지 순례길 로드맵 나왔다,경제,http://www.gndomin.com/news/articleView.html?idxno=402815,2024-08-08 17:34:00,"신대호 균형발전본부장은 &quot;이순신 장군 승전지 순례길은 걷기 여행 사업으로 생활인구 유입과 지역 <b>경제</b> 활성화에 모두 충족하는 사업이다&quot;면서, &quot;순례길을 남해안의 공통된 브랜드로 구축하고 세계적인 관광명소로... "
1954,"경북도의회, 청년 소상공인 지원정책 연구회 정책토론회 개최",경제,http://www.betanews.net:8080/article/1472659.html,2024-08-08 17:34:00,"또한 경상북도 민생<b>경제</b>과 장연자 과장과 경북신용보증재단 김중권 이사장, 경상북도<b>경제</b>진흥원 남상조 단장 등 소상공인 지원부서 책임자도 참석해 청년 소상공인 지원정책 개선을 위해 뜻을 모았다. 박영서 의원은... "
1955,"재일교포 송옥식씨, 고향 창원에 사랑의 성금 2000만원 기부",경제,http://www.gndomin.com/news/articleView.html?idxno=402758,2024-08-08 17:34:00,전쟁과 1960~70년대 <b>경제</b>발전 등 동시대의 아픔과 번영을 함께 겪은 조국의 또래 노인들에게 조금이라도 도움이 되기를 희망한다&quot;고 말했다. 서호관 복지여성보건국장은 &quot;고향을 생각하는 따뜻한 마음과 성금에 깊은... 
1956,"경과원, '2024 G-스타 오디션' 심사에 참여할 도민평가단 30명 모집",경제,https://www.news2day.co.kr/article/20240808500173,2024-08-08 17:34:00,"강성천 경과원 원장 &quot;스타트업들이 다양한 시각에서 평가받고, 성장할 수 있는 소중한 기회 될 것&quot; 경기도<b>경제</b>과학진흥원(원장 강성천)은 '2024 G-스타 오디션' 심사에 참여할 도민평가단 30명을 모집한다고 8일 밝혔다.... "
1957,'어머니가..!' 전재산 털어 올림픽 참가한 49살 스케이트보더의 '진짜 성과'는...,경제,https://www.huffingtonpost.kr/news/articleView.html?idxno=227094,2024-08-08 17:34:00,"에이피는 오버홀저가 올림픽 출전을 위해 파산 직전까지 가는 <b>경제</b>적 어려움을 감내해야 했다고 전했다. 랭킹 포인트를 쌓기 위한 국제 대회에 출전하느라 케이프타운에 있는 집을 세를 줬고, 변변한 후원사도 없다는... "
1958,"박완수 경남지사, 창원 아동복지시설 방문",경제,http://www.gndomin.com/news/articleView.html?idxno=402816,2024-08-08 17:34:00,"박완수 경남도지사는 &quot;자녀를 키우는 부모 입장에서 <b>경제</b>적 부담이 적고 직장 퇴근시간까지 운영하는 아동복지시설은 큰 도움이 된다&quot;며, &quot;적극적으로 관련 예산을 확보해 아이들 보육 지원에 힘쓸 것&quot;이라고 밝혔다. 이어... "
1959,"신세계 센텀시티, 잘파세대 선호하는 ‘디토 아이템’으로 풍성",경제,https://www.ekn.kr/web/view.php?key=20240808028000438,2024-08-08 17:34:00,"부산= 에너지<b>경제</b>신문 강세민 기자 1020 '잘파세대'(Z세대+알파세대) 사이에서 '디토 소비' 열풍이 불고 있어 화제다. 디토 소비는 '나도', '나 역시'란 뜻의 라틴어 디토(Ditto)에 빗대 유명인이나 인플루언서, 유행하는... "
1960,진주 대곡면 이장협의회 K-기업가정신센터 견학,경제,http://www.gndomin.com/news/articleView.html?idxno=402752,2024-08-08 17:34:00,K-기업가정신센터는 한국 <b>경제</b>의 중추를 이루는 삼성·LG·GS·효성의 1세대 기업인들을 배출한 옛... 박기수 이장협의회장은 &quot;남명 조식의 경의사상이 우리나라 대기업의 창업 정신이 되어 지금의 <b>경제</b> 강국이 된 점이 인상... 
1961,보복 시한폭탄 째깍째깍…중동 전역 팽팽한 긴장감,경제,https://n.news.naver.com/mnews/article/422/0000675411?sid=104,2024-08-08 17:33:00,이란의 반체제 매체 이란 인터내셔널은 소식통을 인용해 중도·개혁 성향의 페제시키안 이란 신임 대통령이 <b>경제</b> 파괴와 국가 붕괴 상황 등을 우려하며 최고 지도자인 하메네이에게 이스라엘 보복공격을 자제해줄 것을... 
1962,뿔난 고양시민들 “CJ라이브시티 공사 즉각 재개하라”,경제,https://n.news.naver.com/mnews/article/009/0005347526?sid=102,2024-08-08 17:33:00,"이들은 “CJ라이브시티는 개장 이후 10년간 약 30조원의 <b>경제</b> 파급 효과, 20만명의 일자리 및 매년 1조7000억원 이상의 소비 창출 등 막대한 낙수 효과가 예측될 뿐만 아니라 지역사회의 경기 활성화 및 <b>경제</b> 발전 효과도... "
1963,'美<b>경제</b> 침체론' 속 GDP 전망치는 왜 올랐을까,경제,https://n.news.naver.com/mnews/article/015/0005019727?sid=104,2024-08-08 17:33:00,미국 <b>경제</b>가 침체론과 맞닥뜨린 상황에서도 성장률 전망치가 상향되는 등 엇갈린 지표가 줄지어 나오고... 소비가 많아진 것은 반길 일이지만 재고 증가는 향후 <b>경제</b>활동 둔화 가능성을 예고하는 것일 수 있다는... 
1964,"KDI, 韓 <b>경제</b>성장률 2.5%로 낮춰…&quot;이달에라도 기준금리 내려야&quot;",경제,https://n.news.naver.com/mnews/article/015/0005019726?sid=101,2024-08-08 17:33:00,국책연구기관 한국개발연구원(KDI)이 올해 한국 <b>경제</b>성장률 전망치를 기존 대비 0.1%포인트 낮은 2.5%로 하향... KDI는 8일 이 같은 내용을 담은 ‘수정 <b>경제</b> 전망’을 발표했다. KDI는 매년 네 차례(2·5·8·11월) <b>경제</b> 전망을... 
1965,카드사가 안경회사 지분을?…김상봉 교수 &quot;금융사 길 터줘야&quot; [2024국회토론회...,경제,https://n.news.naver.com/mnews/article/215/0001174533?sid=101,2024-08-08 17:33:00,8일 서울 영등포구 국회 의원회관에서는 강민국 국민의힘 의원실과 한국<b>경제</b>TV 주최로 '빅블러시대 금산분리 완화 쟁점과 과제'가 논의됐다. 토론에 참석한 김상봉 한성대학교 <b>경제</b>학과 교수는 &quot;빅테크 기업이 금융 시장에... 
1966,"환율 악재 너무 컸나… 진에어, 2분기 '풀썩'",경제,https://n.news.naver.com/mnews/article/648/0000028070?sid=101,2024-08-08 17:32:00,고환율·고유가 '이중고'…하반기 실적 고삐 진에어 수익성을 해친 원인으로는 올해 상반기 국내 <b>경제</b>를 억누른 고환율·고유가가 꼽힌다. 항공업은 유가·환율·금리 등 3대 외부 요인에 큰 영향을 받는다. 특히 유가가... 
1967,"충남도, 남호주와 '탄소중립<b>경제</b> 협력' 강화",경제,http://www.aflnews.co.kr/news/articleView.html?idxno=277653,2024-08-08 17:32:00,충남도(도지사 김태흠)가 재생에너지 보급을 선도하고 있는 남호주와 '탄소중립<b>경제</b> 협력'을 강화하고... 탄소중립<b>경제</b>과장)이 7박 9일 동안의 일정을 마무리하고 8일 귀국길에 올랐다. 이번 방문단은 수소에너지... 
1968,테일러 스위프트 비엔나 콘서트… 테러 공격 위협에 취소,경제,https://n.news.naver.com/mnews/article/081/0003471041?sid=104,2024-08-08 17:32:00,"이 가수는 유럽을 강타하고 있고, 일부 전문가들은 더블린에서 바르샤바를 거쳐 그 너머까지 매진된 수십 개의 공연에 팬들이 몰리면서 지역<b>경제</b>가 특수를 누릴 것으로 예상했다. 테일러 스위프트는 비엔나 공연 이후... "
1969,"경기도, 김포 대명항 등 3곳 국가어항 신규지정",경제,http://www.seoulfn.com/news/articleView.html?idxno=528967,2024-08-08 17:32:00,어촌<b>경제</b> 거점으로 조성한다는 구상이다. 공정식 도 농수산생명과학국장은 &quot;이번 선정으로 어촌 <b>경제</b> 활성화와 어촌의 성장 동력 확보&quot;와 &quot;어촌소멸 위기감 속에 지역특성에 맞도록 어촌활력을 불어넣겠다&quot;고 밝혔다.... 
1970,"서유석 금투협회장 &quot;퇴직연금, 원리금보장상품 의존 한계…'디딤펀드' 기대&quot;",경제,http://www.fntimes.com/html/view.php?ud=202408081659373428179ad43907_18,2024-08-08 17:32:00,"자본시장 밸류업은 단순히 기업과 투자자의 문제를 넘어, 거시적으로 우리 <b>경제</b>의 활력을 높이고 신 <b>경제</b>성장 동력을 창출할 수 있는 매우 중요한 이슈라고 짚었다. 일본은 장기 <b>경제</b> 침체를 겪으면서 <b>경제</b> 성장의... "
1971,"경북도, 전국 지방자치단체 일자리대상 최우수상 수상",경제,http://www.betanews.net:8080/article/1472660.html,2024-08-08 17:32:00,"지속적인 <b>경제</b>활동이 가능하게 설계했다. 민선 8기를 시작으로 경북도는 지방소멸, 청년 유출 방지 등 지역의... 생활<b>경제</b>권 일자리 정책을 추진하고 있다. 지난해 미래차, 이차전지, 바이오 등 미래 핵심 산업에 14조원이... "
1972,"'제철 감자' 포카칩·스윙칩, 2015년 이후 역대 최고 판매량",경제,https://www.ajunews.com/view/20240808172551865,2024-08-08 17:32:00,아주<b>경제</b>=홍승완 기자 veryhong@ajunews.com 한 소비자가 대형마트에 진열된 오리온 포카칩·스윙칩 제품을 고르는 모습 [사진=오리온] 오리온은 올해 포카칩∙스윙칩 등 생감자칩 판매량이 2015년 이후 역대 최고치를... 
1973,"'SKY 마약 동아리' 임원, 과거 미성년자 음란물 촬영·판매로 실형",경제,https://www.asiatoday.co.kr/view.php?key=20240808010005021,2024-08-08 17:32:00,다만 재판부는 B씨가 <b>경제</b>적 이득을 목적으로 참가자를 모은 것은 아니라고 판단해 무죄를 선고했다. B씨는 이 외에도 동아리 회원이던 연인에게 성관계 동영상을 퍼뜨리겠다고 협박한 혐의로도 기소돼 벌금 300만원을... 
1974,"안양산업진흥원-법무법인 나라, 업무협약 체결",경제,https://www.jeonmae.co.kr/news/articleView.html?idxno=1063964,2024-08-08 17:32:00,"법무법인 나라 박흥규 대표 변호사는 &quot;우리 법인은 안양에서 오랜 시간 동안 신뢰받아 온 법률 전문가로 구성된 로펌으로 구성원 변호사들이 다방면의 경험과 전문성을 갖추고 있어, 기업들을 지원하며 지역<b>경제</b> 활성화에... "
1975,"[DD퇴근길] 카카오 2분기 호실적…TSMC, 주문 폭주에 가격 인상",경제,https://n.news.naver.com/mnews/article/138/0002179598?sid=004,2024-08-08 17:31:00,"문화의 도시 파리, 올림픽 <b>경제</b> 효과는?…비자 “극장·박물관에서의 소비 159%↑” [오병훈기자] 글로벌 카드결제 서비스 기업 비자는 지난달 26일(현지시간)에서 28일 사이 비자 카드 소지자 결제 데이터를 분석 결과... "
1976,제왕절개 수술도 실손 보상할까?...여행자보험 무사고 환급금 허용,경제,https://n.news.naver.com/mnews/article/469/0000816791?sid=101,2024-08-08 17:31:00,"금융위 관계자는 &quot;임신·출산 시 의료비와 일시적 소득 상실, 산후관리 등에 따른 <b>경제</b>적 부담을 해소할 수 있어 해마다 임산부 약 20만 명이 보장받을 수 있을 것&quot;이라고 설명했다. 최근 인기를 끌고 있는 여행자보험의... "
1977,싱가포르DBS·JP모건처럼...정유신 &quot;금융·비금융 겸업은 세계적 추세&quot;,경제,https://n.news.naver.com/mnews/article/215/0001174529?sid=101,2024-08-08 17:31:00,"한국<b>경제</b>TV 주최로 열린 '빅블러시대 금산분리 완화 쟁점과 과제’ 국회토론회에서 금산분리 규제 완화... 한양대학교 <b>경제</b>학부 교수, 이대기 금융연구원 선임연구원, 정유신 서강대학교 경영전문대학원 교수, 김상봉... "
1978,"&quot;무주택자 vs 100억 원대 자산가&quot;... 미국 부통령 후보, 재산도 '극과 극'",경제,https://n.news.naver.com/mnews/article/469/0000816792?sid=104,2024-08-08 17:31:00,"역대 미국 대통령의 재정 상태를 분석한 세무 변호사 메건 고먼은 &quot;(퇴임 후 <b>경제</b>난에 시달렸던) 해리... <b>경제</b> 매체 포브스도 그의 순자산을 300만~1,000만 달러(약 41억~138억 원)로 추정했다. 러스트벨트(쇠락한... "
1979,日 미야자키현 지진으로 '난카이 대지진' 연관성 조사에,경제,https://n.news.naver.com/mnews/article/011/0004377866?sid=104,2024-08-08 17:31:00,"일본 정부는 난카이 지진이 일어나면 거대 쓰나미가 태평양 연안을 습격할 것으로 예상하는 한편, 최악의 경우 사망자가 32만 명을 넘고, <b>경제</b> 피해도 220조엔을 넘을 것으로 추정한다. 조사에서는 지진 전문가들이 모여... "
1980,"경기도, 김포 대명항 등 3개 어항 국가어항에 신규 지정…2390억 투자",경제,https://n.news.naver.com/mnews/article/119/0002860320?sid=102,2024-08-08 17:31:00,어촌<b>경제</b> 거점으로 조성한다는 구상이다. 공정식 경기도 농수산생명과학국장은 “이번 대상 선정으로 수산업 기능 및 해양레저·관광 기능을 넘어 어촌 <b>경제</b> 활성화와 새로운 어촌의 성장 동력을 확보할 것”이라며... 
1981,"공정위, 오너2세 정대현 회사 부당지원한 삼표산업에 과징금 116억 부과",경제,https://www.businesspost.co.kr/BP?command=article_view&num=361732,2024-08-08 17:30:00,이번 정상가격 추정과정에서 공정위는 사상 처음으로 <b>경제</b>분석을 활용했다. 한국공정거래조정원 공정거래연구센터와 협업해 정상가격과 부당지원금액을 산정했다. 공정위는 &quot;민생과 밀접한 건설 원자재 분야임에도... 
1982,"울진군, 세자녀 이상 가족 의료비 지원 확대",경제,https://www.getnews.co.kr/news/articleView.html?idxno=687607,2024-08-08 17:30:00,"이 사업은 지역 내 다자녀 가정의 <b>경제</b>적 부담을 덜고 출산을 장려하기 위한 목적으로 시행되고 있다. 지원 대상은 경상북도에 거주하는 세자녀 이상 가족 중 막내가 13세 미만인 경우로, 연간 1회에 한해 최대 5만원까지... "
1983,"[아유<b>경제</b>_부동산] &quot;서울 그린벨트 12년 만에 해제&quot;… 정부, 수도권 8만 가구...",경제,http://www.areyou.co.kr/news/articleView.html?idxno=85123,2024-08-08 17:30:00,이달 8일 최상목 <b>경제</b>부총리 주재로 열린 '제8차 부동산 관계장관회의' 모습. &lt;제공=기획재정부&gt; [아유<b>경제</b>=조명의 기자] 정부가 12년 만에 서울과 인근 지역 개발제한구역(이하 그린벨트)을 해제해 내년까지 수도권에 8만... 
1984,"대구시의회 정일균 의원, 대구여고 학생 '학교 일일교사'",경제,https://www.ajunews.com/view/20240808171643854,2024-08-08 17:30:00,"대구여자고등학교 학생 대상, 강연 실시 아주<b>경제</b>=대구=이인수 기자 sinyong67@ajunews.com 대구시의회 정일균 의원은 대구여고 학생들을 대상으로 일일교사로 나섰다. [사진=대구시의회] 대구시의회 정일균 의원은 8일 오후... "
1985,"신한카드, 서울시와 '청년 함께·행복' 프로젝트 추진",경제,http://www.goodkyung.com/news/articleView.html?idxno=244015,2024-08-08 17:30:00,줄이고 <b>경제</b>적 안정을 도모할 계획이다. 이에 더해 신한카드는 소상공인을 위한 마케팅 플랫폼 '마이샵... 또 신한카드 사내 벤처 '아이즈(IZ)'와 협업해 청년 직무 컨퍼런스를 추진하는 등 청년들의 <b>경제</b>적 도약을 돕고... 
1986,[매경춘추] 오만과 모욕,경제,https://n.news.naver.com/mnews/article/009/0005347508?sid=110,2024-08-08 17:30:00,공직을 마친 뒤부터 일부러 <b>경제</b> 기사를 찾아 읽고 <b>경제</b>지와 같은 전문지를 구독하고 있었는데도 이렇게까지 변화가 진행되고 있는 것을 알지 못했다. 지금껏 종사해 왔던 업무 성격상 사회 기사와 정치 기사를 주로... 
1987,"농협, 11일까지 농축협 하나로마트서 한우 페스티벌",경제,https://www.ekn.kr/web/view.php?key=20240808026570595,2024-08-08 17:30:00,"농협<b>경제</b>지주는 오는 11일까지 전국 516개 농축협 하나로마트에서 한우 등심, 불고기, 국거리를 최대 40... 안병우 농협<b>경제</b>대표는 “앞으로도 지속적인 소비촉진 행사로 구매자와 한우농가 모두에게 도움이 되도록... "
1988,"대만 양밍해운, 신임 회장에 차이펑밍 대만해대 교수 선임",경제,https://www.ksg.co.kr/news/main_newsView.jsp?pNum=142333,2024-08-08 17:30:00,"신임 차이펑밍 회장은 1976년생으로 미국 뉴저지공과대학교에서 교통학 박사 학위를 취득했으며, 아시아태평양<b>경제</b>협력체(APEC) 해사전문가그룹 대표와 대만국제항만공사 해사발전아카데미 교육컨설턴트 등을... "
1989,"경남도, 일자리대상 대통령상 수상 ‘쾌거’",경제,https://n.news.naver.com/mnews/article/002/0002345114?sid=102,2024-08-08 17:30:00,민선 8기 출범 이후 경남 <b>경제</b> 회복 차원 주력산업 고도화 등 다양한 시책 추진 탓 경남도는 서울에서 열린... 특히 경남도는 민선 8기 출범 이후 경남 <b>경제</b>의 회복을 위해 ▲주력산업 고도화 ▲미래 신산업 육성... 
1990,의사들의 미필적 고의에 의한 살인,경제,https://www.mediaus.co.kr/news/articleView.html?idxno=309608,2024-08-08 17:30:00,<b>경제</b>정의실천시민연합과 같은 시민사회단체 역시 &quot;집단행동에도 불구하고 지금껏 처벌받지 않았다는... 2021년 6월까지 프레시안에 연재했으며 현재 <b>경제</b>정의실천시민연합(경실련) <b>경제</b>연구소 이사로 활동하고 있습니다.
1991,"재일교포 송옥식(宋玉植) 상임고문, 고향 창원에 사랑의 성금 2천만 원 기부",경제,https://www.newsgn.com/news/articleView.html?idxno=432491,2024-08-08 17:30:00,전쟁과 1960~70년대 <b>경제</b>발전 등 동시대의 아픔과 번영을 함께 겪은 조국의 또래 노인들에게 조금이라도 도움이 되기를 희망한다&quot;고 말했다. 서호관 복지여성보건국장은 &quot;고향을 생각하는 따뜻한 마음과 성금에 깊은... 
1992,전기차 `집단 따돌림`…주차장서 내몰리고 `범죄자` 취급까지,경제,https://n.news.naver.com/mnews/article/029/0002893970?sid=101,2024-08-08 17:30:00,전기차산업은 미래 핵심산업의 하나로 소위 전기차 따돌림이 지속되면 산업 성장이 저해되고 <b>경제</b>적 손실로 이어질 수밖에 없다. 정부는 이 같이 전기차 따돌림이 사회적 문제로 대두되자 오는 12일 환경부 차관 주관으로... 
1993,"창원시 마산회원구, ㈜무학 방문 소통 간담회 개최",경제,https://www.newsgn.com/news/articleView.html?idxno=432474,2024-08-08 17:30:00,"이날 간담회는 어려운 <b>경제</b> 상황을 인식하고 CEO와 소통을 강화하기 위한 일환으로 마련되었으며, 기업 운영의 애로사항을 청취하고 지역<b>경제</b> 활성화 방안 등을 논의했다. ㈜무학은 향토기업으로 자역사회 공헌 활동을... "
1994,"연상호 총괄, 오구리 슌‧아오이 유우 주연… 한일 합작 프로젝트 '가스인간'",경제,https://www.sisaweek.com/news/articleView.html?idxno=217099,2024-08-08 17:30:00,영화 '부산행'부터 넷플릭스 시리즈 '지옥'과 '기생수: 더 그레이' 등 세계적인 화제작을 잇달아 선보인 연상호 감독은 총괄 프로듀서와 각본을 맡았으며 '기생수: 더 그레이' '종이의 집: 공동<b>경제</b>구역' 등을 집필한 류용재... 
1995,서해 황금빛 찬란한 보령에서 제5회 섬의 날 행사 개최,경제,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=784837,2024-08-08 17:30:00,"섬은 <b>경제</b>적, 정치적, 역사 문화적 가치를 가지고 있으며, 섬의 날은 이러한 섬들의 중요성을 알리고 새로운 잠재 성장 동력으로 개발하고자 하는 차원에서 하는 기념행사이다. 또한 숫자 '8'이 무한(∞)한 섬의 잠재력과... "
1996,‘NV링크’는 AI 시대에 엔비디아가 구축하는 데이터 고속도로,경제,https://n.news.naver.com/mnews/article/023/0003851393?sid=101,2024-08-08 17:30:00,우리나라도 제2차 <b>경제</b>개발 5개년 계획 기간인 1970년 6월 30일에 총연장 416km의 경부고속도로를 완성했다. 지금도 ‘국토의 대동맥’이다. 지구와 마찬가지로 컴퓨터에도 길이 뚫려있다. 인공지능(AI)... 
1997,"[게시판] 농협, 베트남 국제 식품·음료 전시회 참가",경제,https://n.news.naver.com/mnews/article/001/0014864329?sid=101,2024-08-08 17:30:00,"▲ 농협<b>경제</b>지주는 오는 10일까지 베트남 호찌민 사이공 컨벤션센터에서 열리는 '호찌민 국제 식품·음료 전시회'에 참가해 우수 농식품 홍보에 나선다고 8일 밝혔다. 농협은 행사에서 홍보관을 운영해 배, 포도, 유자차... "
1998,"이복현 “밸류업 위한 소통 중요, 필요하면 두산로보틱스 정정신고서 계속 요...",경제,https://www.businesspost.co.kr/BP?command=article_view&num=361721,2024-08-08 17:30:00,"이 원장은 &quot;현재 증시는 과거 위기 상황과 비교해 환율, 자금시장, 실물<b>경제</b>의 급격한 하락전환이 병행되지 않는 이례적 현상으로 심리적 수급 불안이 영향을 미치고 있는 것 같다&quot;며 &quot;한국 증시의 취약점 개선을 위해... "
1999,"김영록, 국회 여야 지도부에 지역현안 건의",경제,http://www.jnilbo.com/74477250440,2024-08-08 17:29:00,지역<b>경제</b> 발전과 관광 활성화의 마중물이 될 호남권 미래 SOC 확충도 강조했다. 김 지사는 “전남의 도로... 이에 박찬대 원내대표는 전남 현안에 공감을 표하며 “민생안정과 지역의 <b>경제</b>활력 제고를 위해 핵심 현안을... 
2000,패닉 진정됐지만…꺼지지 않은 불씨 [마켓인사이트],경제,https://n.news.naver.com/mnews/article/215/0001174528?sid=101,2024-08-08 17:29:00,8일 마켓인사이트에서는 문홍철 DB금융투자 자산전략팀장과 미국 <b>경제</b> 분석해봤습니다. *주요 이벤트... 밤) &lt;한국<b>경제</b>TV 마켓인사이트&gt;는 증시가 열리는 매일 오전 11시 생방송으로 진행됩니다. 투자에 대한 조언일 뿐... 
2001,'김민재 최대 경쟁자 후보' 무패 우승 DF 뮌헨행은 아직 모른다...관건은 더 ...,스포츠,https://m.sports.naver.com/wfootball/article/139/0002207708,2024-08-08 20:42:00,독일 ‘스카이<b>스포츠</b>’ 소속 플로리안 플레텐베르크 기자는 6일(한국시간) “타 이적 협상에 대해 바이엘 레버쿠젠과 뮌헨은 완전한 돌파구를 찾지 못했다. 두 구단은 완전히 합의하지 못했다”라고 전했다. 이어... 
2002,“도심 속 힐링 김천포도축제로 떠나요”,스포츠,http://www.ksmnews.co.kr/news/view.php?idx=495907,2024-08-08 20:40:00,김천시는 다음달 6~8일까지 시민과 관광객에게 재미와 추억을 선사할 ‘2024 김천포도축제’를 김천종합<b>스포츠</b>타운 보조경기장 일원에서 개최한다. 전국 최대 포도 주산지인 김천시는 2024년 김천포도축제 슬로건을... 
2003,확 바뀐 안동 낙동강 수변…최고의 리질리언스 공간으로 재탄생,스포츠,http://www.ksmnews.co.kr/news/view.php?idx=495864,2024-08-08 20:40:00,"시 관계자는 “친수공간인 낙동강 둔치를 맨발 걷기, 물속걷기, 생활 <b>스포츠</b> 등 건강을 다지는 공간뿐만... 시는 세대를 불문하고 누구나 생활 <b>스포츠</b>를 맘껏 즐길 수 있도록 <b>스포츠</b> 시설을 지속적으로 확충하고 있다. 한편... "
2004,"없었다, ‘어른’은 없었다…“안세영에게 잘못한 게 하나도 없다”는 협회와...",스포츠,https://m.sports.naver.com/general/article/022/0003958410,2024-08-08 20:40:00,"폭로의 파장이 각종 <b>스포츠</b> 협회에 대한 성토로 이어지고 있는 가운데, 안세영은 뒤늦게 ‘싸우려는 게 아니다’, ‘운동에 집중하고 싶다’, ‘다른 선수들에게 미안하다’며 말을 아끼는 모습을 보였다. 대회를 마칠... "
2005,경북문화관광공사-중국 반익체육문화발전유한공사와 MOU 체결,스포츠,http://www.ksmnews.co.kr/news/view.php?idx=495912,2024-08-08 20:40:00,"반익은 중국 내 청소년 <b>스포츠</b> 육성에 중점을 둔 <b>스포츠</b> 기업으로, 매년 반익엘리트컵 국제 유소년 축구대회, 반익 Y-리그 등 대규모 축구대회를 개최하고 있으며, 300여 개의 축구 클럽을 관리하는 중국 내에서 큰... "
2006,"CJ, 베트남 'K컬처 축제' 만든다…&quot;푸드·<b>스포츠</b>·무비 한자리에&quot;",스포츠,https://www.apnews.kr/news/articleView.html?idxno=3023025,2024-08-08 20:38:00,CJ는 ▲K푸드 Week(8월 10~16일) ▲K<b>스포츠</b> Week(8월 17~23일) ▲K무비 Week(8월 24일~9월 1일) 등 3가지 테마로... 'K<b>스포츠</b> Week'에는 띠엔장 멀티<b>스포츠</b>센터에서 '2024 CJ 전국 청소년 태권도 선수권 대회'를 개최한다. 이번... 
2007,2024 김천오픈 유소년 탁구대회…12일까지 5일간 열띤 경합 후끈,스포츠,http://www.ksmnews.co.kr/news/view.php?idx=495905,2024-08-08 20:37:00,"김종현 <b>스포츠</b>산업과장은 “이번 파리올림픽에서 신유빈 선수의 활약은 국내 유소년 탁구선수들에게 큰 자극이 되고 있다”며, “이번 대회를 통해 많은 유망한 선수들이 더욱 성장하고 발전하는 계기가 되길... "
2008,전지협 포항지회 미니 올림픽 성황…“맘껏 뛰고 놀고”,스포츠,http://www.ksmnews.co.kr/news/view.php?idx=495840,2024-08-08 20:36:00,"정해자 포항지회장은 “이번 미니 올림픽을 통해 아동들이 건강한 몸과 마음을 기르고, 협동심과 <b>스포츠</b> 정신을 배울 수 있는 좋은 기회가 되었다”며, “앞으로도 이러한 행사를 지속적으로 개최하여 더 많은 체험의... "
2009,"남원시, 드론·로봇 전시부터 체험, 컨퍼런스까지 한 곳에서 만난다",스포츠,http://www.betanews.net:8080/article/1472619.html,2024-08-08 20:36:00,"다양한 분야와 형태의 전시관과 저명한 인사들이 참여하는 컨퍼런스, 직접 조종해보고 탑승해보는 체험 활동까지 총 합쳐진 전시&amp;컨퍼런스가 남원 종합<b>스포츠</b>타운 다목적구장에서 진행 될 예정이다. 드론·로봇 전시... "
2010,"'잉글랜드 축구협회, 대한축구협회 닮아간다'... 9월 A매치에 '임시 감독' 선...",스포츠,https://m.sports.naver.com/wfootball/article/139/0002207707,2024-08-08 20:35:00,"영국 매체 '<b>스포츠</b> 바이블'은 7일(한국 시간) &quot;9월 네이션스리그에서 잉글랜드 대표팀을 이끌 감독으로... 시간) 더블린에서 아일랜드와 첫 경기를 치르게 된다. 사진 = 게티이미지코리아, 잉글랜드 축구협회, <b>스포츠</b> 바이블"
2011,"2024 김천오픈 유소년 탁구대회, 파리올림픽 열기를 잇다",스포츠,https://m.sports.naver.com/general/article/425/0000152661,2024-08-08 20:35:00,"김종현 <b>스포츠</b>산업과장은 “이번 파리올림픽에서 신유빈 선수의 활약은 국내 유소년 탁구선수들에게 큰 자극이 되고 있다.”라며, “이번 대회를 통해 많은 유망한 선수들이 더욱 성장하고 발전하는 계기가 되길... "
